"Customer ID","Fictional Surname","Age","Gender","Years at address","Employment status","Country","Current debt","Postcode","Income","Own home","CCJs","Loan amount","Outcome"
"770630","Bushby","22","F","2","Self Employed","UK","3380","WA6 0HT","45000","Own","0","21107","Defaulted"
"972772","Duong","58","F","33","Self Employed","UK","9270","GL6 9DZ","23000","Mortgage","1","4732","Paid"
"916104","Clarke","69","F","46","Self Employed","UK","4370","WA11 7NX","52000","Own","0","19630","Paid"
"558337","Atkinsion","27","F","9","Employed","UK","5510","CV36 5HS","35500","Own","3","1072","Defaulted"
"1056971","Forsyth","77","F","5","Self Employed","UK","3450","DD5 2QA","44500","Own","3","19330","Defaulted"
"857554","Dewson","18","Male","1","Self Employed","UK","1220","W9 2HD","37500","Mortgage","0","28323","Paid"
"885331","Lowry","18","F","1","Self Employed","UK","7690","DT11 9BY","30000","Mortgage","0","11729","Defaulted"
"971376","Shahban","43","M","14","Self Employed","UK","40","SL4 3JH","28500","Own","3","10003","Defaulted"
"584190","Shuttleworth","33","F","10","Self Employed","UK","50","BT5 6JL","47500","Own","0","24551","Paid"
"952069","Shakespeare","67","F","32","Self Employed","UK","1640","MK18 2FN","34500","Mortgage","2","11344","Paid"
"614205","Horan","69","F","39","Employed","UK","80","IV30 1TS","51000","Mortgage","1","13592","Paid"
"852717","Heath","72","F","20","Employed","UK","1420","BT28 2AX","38500","Mortgage","0","1078","Paid"
"638775","Vratchovski","29","M","10","Unemployed","UK","420","BT31 9AT","54500","Rent","0","36234","Defaulted"
"1106967","Hammond","78","F","1","Unemployed","UK","9030","BN8 4HE","45500","Own","2","20275","Defaulted"
"950938","Driver","44","F","17","Self Employed","UK","30","KT8 9LD","45500","Mortgage","1","15662","Paid"
"692470","Lukasiewicz","17","F","1","Employed","UK","8940","BN20 7TQ","47000","Mortgage","0","5315","Defaulted"
"675020","Agg","60","F","37","Unemployed","UK","290","BT10 0BT","38500","Own","0","26451","Paid"
"627740","Smith","59","M","15","Employed","UK","4010","BT19 1FW","29000","Own","0","22894","Paid"
"828265","Morrison","40","M","9","Self Employed","UK","4450","BT19 1HF","10500","Own","0","2619","Paid"
"977889","Donnelly","52","F","14","Self Employed","UK","4850","EC1V 0BY","31500","Rent","0","14754","Paid"
"632087","Fletcher","76","M","11","Employed","UK","9580","EX8 2HX","25000","Rent","1","21016","Defaulted"
"916945","Atkins","44","M","21","Self Employed","UK","6160","HP17 8RS","21000","Rent","2","11405","Paid"
"646863","Malcolmson","27","F","1","Self Employed","UK","6580","LN2 4BL","44000","Own","0","9681","Defaulted"
"888473","Burdon","69","F","13","Employed","UK","7040","PH18 5TX","37000","Mortgage","1","22632","Paid"
"714321","Brooks","52","F","14","Self Employed","UK","2330","PH7 3PJ","24500","Own","0","18818","Paid"
"733559","Mathew","53","M","9","Self Employed","UK","40","SW14 7PH","35500","Mortgage","0","27599","Paid"
"857218","Worth","68","F","35","Self Employed","UK","1110","SW7 5LY","32000","Own","0","22353","Paid"
"796300","Casey","38","M","1","Self Employed","UK","600","TW16 6AN","19000","Own","0","5404","Defaulted"
"807849","Porter","18","M","1","Self Employed","UK","1090","TW3 2DB","34500","Own","2","10288","Paid"
"613238","Stoner","30","M","12","Self Employed","UK","1020","AL10 9LU","28000","Own","2","14713","Defaulted"
"933300","Eccles","56","M","33","Self Employed","UK","160","BH1 3TE","38500","Own","0","34373","Defaulted"
"961859","Woodward","58","M","30","Self Employed","UK","1890","BH14 0DH","36500","Own","1","33368","Paid"
"1008898","Francis","37","M","3","Unemployed","UK","8690","BH14 8EG","44000","Own","1","14937","Paid"
"907510","Bull","85","M","14","Unemployed","UK","4770","BH14 8LT","50000","Own","2","32952","Defaulted"
"962995","Mardlin","42","F","5","Unemployed","UK","1560","BH15 3BX","43500","Rent","3","6579","Defaulted"
"785757","Proven","85","M","52","Employed","UK","9980","BH8 0BB","37000","Rent","0","9194","Paid"
"883567","Curtis","54","M","26","Unemployed","UK","7140","BN20 0JZ","54000","Own","0","50405","Defaulted"
"928301","Middleton","57","F","14","Unemployed","UK","1020","BN7 2BN","20500","Mortgage","2","19796","Defaulted"
"586905","Webb","34","M","2","Self Employed","UK","8450","BR7 6QL","45500","Own","1","40907","Defaulted"
"767684","Tabback","17","M","1","Unemployed","UK","7380","CM3 6BY","46500","Mortgage","2","1365","Defaulted"
"1093459","Clarke","42","M","13","Self Employed","UK","180","CT4 7ET","47500","Rent","2","24035","Defaulted"
"989560","Brown","22","M","1","Self Employed","UK","4290","DE23 1FT","52500","Mortgage","2","1145","Defaulted"
"1004017","Cullinane","72","M","37","Self Employed","UK","2690","EH11 3SX","46500","Mortgage","3","28848","Defaulted"
"585553","Oneill","19","M","1","Unemployed","UK","5610","EX39 1EY","32500","Rent","1","5150","Paid"
"571683","Sullivan","38","M","10","Employed","UK","7120","EX5 4BR","27000","Mortgage","1","9582","Defaulted"
"1058044","Robbins","27","F","3","Employed","UK","160","FK1 1TE","45500","Own","0","38361","Paid"
"1046284","Weinberg","50","F","2","Unemployed","UK","2440","GL18 1QR","51500","Mortgage","3","47751","Defaulted"
"769820","Mulvey","88","F","34","Self Employed","UK","10","GL53 0BB","54500","Own","0","42197","Paid"
"1060099","Steed","80","M","18","Self Employed","UK","4550","GL54 1JU","53000","Mortgage","1","49227","Paid"
"825196","Sautereau","57","M","34","Employed","UK","780","GL54 2AP","40000","Rent","1","20918","Paid"
"653444","Brooks","41","F","15","Unemployed","UK","8800","GU1 3HX","54000","Own","0","37542","Defaulted"
"1041732","Creak","62","F","28","Unemployed","UK","1400","GU12 4GA","39500","Own","1","10780","Paid"
"983329","Loughlin","43","M","4","Self Employed","UK","5240","HA8 6LU","22500","Own","1","16352","Paid"
"844118","Johnson","62","F","18","Self Employed","UK","570","HP27 9LL","53000","Own","2","32777","Defaulted"
"820449","Jackson","43","Male","18","Employed","UK","5330","HU14 3GA","33500","Own","1","21544","Defaulted"
"870913","Cook","47","M","12","Self Employed","UK","0","IP1 5NA","28500","Own","1","1238","Paid"
"656689","Partington","56","F","12","Employed","UK","1390","IP18 6LS","43500","Rent","0","354","Paid"
"964848","Brunton","65","M","19","Self Employed","UK","5560","KT23 4BT","28000","Rent","0","3727","Paid"
"985402","Anderson","28","M","8","Self Employed","UK","0","N16 8QT","42000","Mortgage","2","20240","Defaulted"
"880339","Goodyear","52","F","22","Unemployed","UK","3420","N16 9NS","33500","Own","2","22286","Defaulted"
"680695","Baker","34","F","14","Self Employed","UK","7090","N21 1DX","53000","Own","2","28251","Defaulted"
"1030412","Green","39","M","2","Unemployed","UK","1060","NR20 3QA","54000","Mortgage","1","9349","Paid"
"1094934","Rhodes","50","F","20","Self Employed","UK","1630","OX15 0SB","46500","Own","0","28449","Paid"
"641218","Haynes","32","F","1","Employed","UK","1250","PH2 7JA","36000","Rent","2","25021","Defaulted"
"1096123","Colwell","64","M","12","Self Employed","UK","8150","RG40 4JN","44000","Mortgage","1","7832","Defaulted"
"1000803","Brennan","54","F","34","Employed","UK","3660","RH2 0TN","25500","Mortgage","0","9713","Paid"
"1102959","Morkot","47","M","13","Unemployed","UK","6420","SA4 9ZJ","49500","Rent","0","21857","Defaulted"
"964396","Howell","26","M","8","Unemployed","UK","380","SE19 2HP","36000","Own","0","26269","Defaulted"
"862474","Whitpen","41","M","22","Employed","UK","130","SE26 6NR","31500","Mortgage","0","25260","Defaulted"
"966391","Mason","64","F","6","Unemployed","UK","5000","SK11 8RA","45000","Own","1","5928","Paid"
"711677","Brede/ Mr Gay","80","M","4","Unemployed","UK","50","SK9 6DS","52500","Rent","0","28034","Paid"
"952608","Careford","70","M","11","Self Employed","UK","990","SL6 0LN","44500","Rent","3","29350","Defaulted"
"717437","Turczyk","17","M","1","Self Employed","UK","5900","SN10 4SQ","37500","Rent","3","35840","Defaulted"
"994229","Zaman","17","M","1","Self Employed","UK","100","SW8 1BJ","31500","Own","3","947","Defaulted"
"1057275","Connelly","50","F","8","Unemployed","UK","4380","TR3 6RS","54500","Own","1","12464","Paid"
"760702","Taplin","42","M","16","Self Employed","UK","80","W14 9JB","31000","Own","0","18932","Paid"
"659646","Jones","31","F","5","Self Employed","UK","4580","WA15 7LJ","35500","Mortgage","0","13836","Defaulted"
"755253","Holmes","24","F","4","Unemployed","UK","3910","WD17 3EE","17500","Mortgage","1","3530","Defaulted"
"1060402","Gallagher","35","M","11","Employed","UK","520","WD25 7JB","43000","Own","1","42038","Paid"
"991339","Simonvitch","73","F","16","Self Employed","Germany","2170","WD6 2AH","42500","Mortgage","0","604","Paid"
"795106","Smith","23","M","3","Self Employed","UK","3920","WR9 7EU","52000","Mortgage","3","38960","Defaulted"
"1023381","Wright","77","F","59","Unemployed","UK","9180","WS13 6RY","46000","Own","1","13141","Defaulted"
"825563","Jones","84","F","2","Unemployed","UK","9780","SK23 6BG","49000","Own","2","33427","Paid"
"803893","Welsh","42","M","23","Unemployed","UK","3610","BT79 9ED","27000","Own","0","24933","Defaulted"
"860741","Obrien","86","M","28","Employed","UK","6580","BT27 5RP","21500","Own","0","865","Paid"
"569031","Halroyd","46","M","4","Self Employed","UK","60","KT18 5JQ","25000","Rent","0","7972","Paid"
"1093475","Chinase","59","M","31","Self Employed","UK","3120","TS5 6SD","49000","Own","1","16309","Paid"
"806279","Haines","46","M","28","Employed","UK","100","LE11 3SQ","18500","Mortgage","0","7019","Defaulted"
"563398","Dean","51","F","7","Unemployed","UK","7700","HR4 8EJ","44500","Rent","3","1125","Defaulted"
"1101767","Greenhalgh","83","F","4","Unemployed","UK","9770","CM9 8TL","23500","Own","0","14029","Defaulted"
"867911","Shirran","57","M","9","Self Employed","UK","5540","KT15 3QG","54500","Rent","0","49354","Paid"
"946012","Warner","81","F","17","Self Employed","UK","4000","NN7 4NS","46000","Mortgage","3","28930","Defaulted"
"618927","Ryan","48","M","21","Self Employed","UK","660","HP17 8XB","37500","Own","0","26407","Paid"
"969454","Kamara","86","F","68","Unemployed","UK","1690","TW1 4ST","52000","Own","0","14310","Paid"
"961628","Mawdsley","58","F","28","Unemployed","UK","10","BT20 5LQ","50500","Mortgage","2","6988","Paid"
"627414","Billingsley","47","F","30","Employed","UK","9670","EN1 2EB","22500","Rent","2","13701","Defaulted"
"593375","Strachan","88","F","54","Unemployed","UK","830","CW4 7DT","29500","Own","0","1287","Defaulted"
"844805","Bott","61","F","26","Self Employed","UK","0","WR14 4PE","38000","Own","0","4483","Paid"
"1083724","Green","84","M","57","Employed","UK","7300","WR8 9BX","34000","Own","1","22417","Paid"
"968994","Thornton","82","M","31","Employed","UK","40","WA14 4QY","38500","Rent","0","6843","Paid"
"908149","Rogers","77","F","47","Unemployed","UK","1990","BT23 6QH","37000","Mortgage","0","30181","Paid"
"744844","Hargrave","45","M","18","Unemployed","UK","40","SW18 2AP","38500","Mortgage","3","29383","Defaulted"
"590617","D Mello","60","M","9","Self Employed","UK","3430","PE19 6HB","47500","Own","2","27030","Paid"
"624572","Flight","80","F","58","Self Employed","UK","8960","BT20 5HN","42500","Own","3","39559","Defaulted"
"766059","Mitchell","70","F","16","Self Employed","UK","2350","NW8 9QA","17000","Rent","1","50","Defaulted"
"863196","Ranson","70","M","52","Unemployed","UK","3850","IP1 4NR","15000","Mortgage","0","6423","Paid"
"679077","Winterbottom","65","M","30","Unemployed","UK","5750","KT10 8NT","39500","Own","0","26800","Paid"
"833575","Herbert","79","F","1","Unemployed","UK","6630","HP4 1NA","50000","Own","1","16705","Defaulted"
"707097","Goudriaan","48","M","27","Self Employed","UK","1330","SL8 5LF","44500","Own","1","27999","Defaulted"
"653733","Moar","52","M","12","Employed","UK","2140","OX15 5BL","25000","Rent","1","2142","Defaulted"
"765719","Porter","75","M","11","Self Employed","UK","2250","W10 6JW","19000","Mortgage","2","2948","Paid"
"844122","Hawkesworth","69","Female","17","Employed","UK","6870","EN7 5BG","47000","Mortgage","0","23896","Defaulted"
"1073242","Harvey","31","F","14","Self Employed","UK","1000","LN2 4BL","32000","Own","0","16978","Paid"
"611514","Settumba","62","F","24","Self Employed","UK","4180","KT16 0JU","25000","Mortgage","0","12590","Paid"
"1040382","Gigg","77","M","55","Self Employed","UK","3000","BH24 4EW","44500","Mortgage","1","8915","Paid"
"572572","Collins","36","M","12","Unemployed","UK","2660","LN2 4GF","16000","Own","0","15388","Paid"
"1052153","Madden","22","F","2","Unemployed","UK","3730","SG14 3RZ","54500","Rent","3","18408","Defaulted"
"666836","Lamey","64","F","23","Self Employed","UK","8010","JE3 2FL","50500","Own","1","4480","Defaulted"
"950950","Gibson","70","F","23","Employed","UK","1880","SW1P 1QQ","54000","Rent","0","30275","Paid"
"871782","Cole","22","M","1","Self Employed","UK","3110","BD13 3QS","50500","Own","0","4397","Paid"
"600100","Moghimi","62","F","33","Self Employed","UK","5480","N20 8DB","46500","Own","2","23670","Defaulted"
"1099114","Moghimi","57","F","36","Unemployed","UK","1180","RH15 9UU","27500","Own","1","10824","Paid"
"809629","Ranson","41","M","23","Self Employed","UK","510","NE66 3BZ","39500","Mortgage","0","9313","Paid"
"651363","Bolton","28","M","9","Unemployed","UK","0","TN14 6NQ","45500","Mortgage","1","28298","Paid"
"871806","Churm","37","F","8","Self Employed","UK","5380","GU31 4AZ","48500","Own","2","15354","Defaulted"
"985856","Gales","36","M","10","Self Employed","UK","2150","SK9 7DA","34500","Own","0","12971","Paid"
"632366","Gilbert","79","M","12","Employed","UK","8310","EH4 3AQ","45500","Own","3","13235","Defaulted"
"1026140","Woud","61","F","13","Employed","UK","5930","TS21 3NT","44000","Own","0","8485","Paid"
"808540","Tasker","74","M","8","Unemployed","UK","5460","OX2 7BH","45500","Mortgage","1","8659","Paid"
"622494","Crocker","68","M","29","Self Employed","UK","70","JE3 3BJ","50500","Mortgage","0","6537","Paid"
"971848","Anthony","25","M","7","Unemployed","UK","4080","NG16 6JA","47500","Own","1","94","Paid"
"940634","Hau","82","M","21","Self Employed","UK","3640","IM9 5PL","44000","Mortgage","0","19519","Paid"
"740494","Moore","24","M","6","Unemployed","UK","5830","SW11 2JY","47500","Mortgage","2","26615","Paid"
"1051389","Gaulton","80","F","29","Unemployed","UK","220","SW5 9TF","38000","Mortgage","0","33129","Paid"
"1019205","MacRides","58","F","3","Self Employed","UK","5060","EX14 1AB","32000","Own","0","4145","Defaulted"
"868238","Kearns","81","F","24","Self Employed","UK","4760","SS9 2HX","25500","Mortgage","1","11392","Defaulted"
"723685","Clarke","38","F","11","Employed","UK","6040","BT24 8YE","29500","Own","0","13857","Paid"
"640160","Hey","51","F","32","Self Employed","UK","460","BT6 0HN","19500","Mortgage","1","14602","Paid"
"728205","Fisher","82","F","13","Self Employed","UK","530","BT19 1LE","28500","Own","1","4029","Paid"
"792806","Lacon","24","M","1","Self Employed","UK","4700","WA4 4DJ","35500","Own","2","16771","Defaulted"
"655090","Lacon","68","F","12","Unemployed","UK","160","ME17 4JQ","26000","Own","0","9607","Paid"
"999101","Potter","77","F","14","Self Employed","UK","2790","GU22 9BS","36500","Own","0","19481","Defaulted"
"870898","Hamlet","30","F","1","Unemployed","UK","760","TN4 8DS","33000","Own","0","8529","Paid"
"930259","Conreen","49","M","16","Self Employed","UK","6410","BN12 4XE","42500","Mortgage","0","6216","Paid"
"633971","Hall","51","M","24","Employed","UK","9540","WA4 2DT","51500","Own","1","33593","Defaulted"
"947520","Valanejad","76","F","35","Self Employed","UK","2490","TN30 6QE","47500","Mortgage","1","25381","Defaulted"
"730480","D  Evil","58","F","23","Self Employed","UK","2130","GU51 1HG","34000","Own","1","24789","Paid"
"1030721","Warner","69","M","29","Self Employed","UK","1390","BT30 9UE","54500","Own","1","53022","Paid"
"738446","Bennett","25","M","4","Self Employed","UK","360","BT63 5YE","47000","Mortgage","2","45965","Paid"
"799563","Webster","77","M","60","Self Employed","UK","8090","BT38 8NS","31500","Rent","0","29043","Defaulted"
"660547","Tracey","89","F","71","Unemployed","UK","5000","CW7 2PZ","29000","Mortgage","0","26393","Paid"
"943878","Dooner","61","M","41","Self Employed","UK","750","BT82 8AF","16500","Mortgage","0","5304","Paid"
"803168","Bayne","37","F","17","Unemployed","UK","6320","WR12 7AJ","50500","Own","1","11260","Defaulted"
"926252","Spence","67","M","2","Self Employed","UK","6010","BT8 8RY","21000","Own","0","6197","Paid"
"896184","Evans","66","F","28","Self Employed","UK","3280","BT19 6NR","17000","Own","1","7275","Paid"
"792396","Kelly","53","M","12","Unemployed","UK","1230","HP1 1PF","54500","Rent","0","10407","Defaulted"
"664616","Mulla","62","M","20","Unemployed","UK","1250","TW16 6QP","23000","Own","2","3054","Defaulted"
"603539","Smith","79","F","2","Unemployed","UK","710","BA5 2LB","36500","Rent","0","14830","Paid"
"610680","Wardle","17","M","1","Self Employed","UK","9780","BT37 0RY","53000","Rent","3","38905","Defaulted"
"893890","Richards","66","M","32","Employed","UK","140","BT71 6QB","14500","Own","0","732","Defaulted"
"1110511","Murray","26","F","5","Unemployed","UK","7170","GU9 7QN","52500","Mortgage","0","27826","Paid"
"601299","Green","56","F","36","Self Employed","UK","4040","KT13 8JY","53000","Mortgage","2","18810","Defaulted"
"775222","Galloway","88","M","39","Employed","UK","930","KY13 9JN","28000","Own","1","6641","Paid"
"889521","Blunden","55","F","17","Unemployed","UK","8180","LA8 8NZ","32500","Rent","2","17713","Defaulted"
"668919","Johnson","50","F","27","Self Employed","UK","1140","NN12 7RZ","49000","Own","1","14918","Paid"
"807675","Nayee","45","M","12","Self Employed","UK","1520","RH4 1NT","53000","Own","3","48799","Paid"
"678376","Hughes","39","M","300","Self Employed","UK","9880","SW14 7RW","34000","Own","2","21621","Defaulted"
"828857","Hodgson","39","M","4","Self Employed","UK","9970","TW12 1LB","41000","Mortgage","3","29456","Defaulted"
"930975","Conway","73","M","4","Unemployed","UK","9300","WD7 7BJ","50000","Rent","0","5521","Defaulted"
"671629","Medley","20","F","3","Self Employed","UK","60","YO24 1QB","48500","Own","3","22536","Defaulted"
"623964","Wood","41","F","14","Self Employed","UK","120","KT7 0BX","53500","Own","1","23835","Paid"
"1046558","Young","81","F","46","Unemployed","UK","2370","SW2 4HF","45000","Own","0","17252","Paid"
"725210","Mower","64","M","44","Unemployed","UK","380","CA6 5XF","35000","Own","2","10886","Paid"
"700336","Crichton","24","F","5","Self Employed","UK","1760","HP14 4DN","39500","Mortgage","2","21861","Paid"
"1040643","Watts","24","M","3","Unemployed","UK","8990","GY5 7YF","24000","Rent","0","481","Defaulted"
"1108939","Diggle","58","M","39","Unemployed","UK","950","GY3 5HU","39500","Mortgage","0","23151","Defaulted"
"895230","Stewart","33","F","11","Employed","UK","560","GY6 8DN","9500","Mortgage","0","5880","Paid"
"778872","Langham-Owens","38","M","2","Self Employed","UK","3860","WF14 9JU","33000","Own","0","983","Paid"
"761839","Dulin","18","M","1","Unemployed","UK","9800","HR4 7QT","45500","Own","0","40732","Defaulted"
"1099138","Glynn","28","F","10","Self Employed","UK","6090","LS29 9LD","14000","Own","0","4880","Paid"
"700310","Thacker","30","F","13","Unemployed","UK","5170","SY10 8EJ","37500","Mortgage","1","36389","Paid"
"618589","Johnson","39","F","15","Self Employed","UK","3370","BN12 4XQ","30000","Own","0","2124","Paid"
"1079319","Howard","25","F","5","Unemployed","UK","160","AB15 9NQ","50000","Own","1","38577","Paid"
"660406","Akhtar","40","F","5","Unemployed","UK","210","AB25 3XA","24000","Own","0","19064","Paid"
"852568","Bourne","51","M","23","Unemployed","UK","5840","BN3 1DF","51000","Own","0","28359","Paid"
"576570","Groves","27","M","10","Unemployed","UK","7230","BN6 8LT","50000","Own","1","33061","Paid"
"1102853","Peel","54","F","10","Self Employed","UK","2040","BT15 4AF","36500","Own","2","18000","Defaulted"
"1041965","Bishop","36","F","6","Self Employed","UK","120","BT22 2XA","21000","Mortgage","3","11230","Defaulted"
"967330","Roberts","41","M","23","Self Employed","UK","1730","BT23 5QE","50500","Own","2","31588","Defaulted"
"761731","Small","87","F","64","Employed","UK","4380","BT26 6RD","28000","Rent","3","4750","Defaulted"
"955339","Agbelusi","45","M","13","Self Employed","UK","1590","BT28 3HL","24500","Mortgage","0","19610","Paid"
"965652","Levoi","49","F","22","Self Employed","UK","110","BT6 0AQ","25000","Own","2","18260","Defaulted"
"780357","Stevens","57","F","38","Self Employed","UK","440","BT6 8PF","50500","Own","1","25985","Paid"
